"Subject"	"Q1.a"	"Q1.b"	"Q1.c"	"Q1.d"	"Q1.e"	"Q2.a"	"Q2.b"	"Q2.c"	"Q2.d"	"Q2.e"	"Q2.f"	"Q2.g"	"Q2.h"	"Suspected"	"Game.affect.distraction"	"Surprise"	"Station"	"Condition"	"Game.1"	"Game.2"	"Game.3"	"Game.4"	"Game.5"	"Game.6"	"RA"	"goodSession"	"Assignment"	"irritated"	"happy"	"angered"	"helpful"	"pleased"	"annoyed"	"easy.nav"	"excited"	"engaged"	"challenging"	"stressful"	"violence"	"diff.nav"	"reflexes"	"satisfying"	"effective"	"difficult"	"good.fight"	"hard.control"	"mental.effort"	"comfort.control"	"exhausting"	"aggressed"	"enjoyed"	"often.played"	"FPS.experience"	"FPS.skill"	"mkb.experience"	"vg.freq"	"vg.cumul"	"age"	"race"	"race2"	"year"	"GPA"	"knew.others"	"knew.partner"	"gender"	"rating1"	"rating2"	"rating3"	"rating4"	"rating5"	"rating6"	"L_ring_length"	"L_ring_angle"	"L_index_length"	"L_index_angle"	"R_index_length"	"R_index_angle"	"R_ring_length"	"R_ring_angle"	"DV"	"Violence"	"Difficulty"	"L2d4d"	"R2d4d"
88	1	0	0	1	1	0	0	0	0	0	0	0	0	3	"No"	"No"	4	4	0	332	10	1803	48	75	"Danielle Tobias"	"Yes"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	0	3	7	-4	2	879.9	86.59	863.866666666667	86.8333333333333	845.8	85.07	869.9	86.6	2	"Less Violent"	"Hard"	0.981778232374891	0.972295666168525
91	0	0	1	0	1	1	0	1	0	0	1	0	0	2	"Maybe"	"Maybe"	4	3	0	419	14	203	376	0	"Danielle Tobias"	"Yes"	6	5	3	5	2	2	4	6	3	4	2	2	2	1	3	5	5	2	2	3	3	6	3	3	4	2	6	5	5	5	5	19	5	NA	1	4	"No"	"No"	"M"	5	3	0	7	2	5	867.233333333333	87.48	890.566666666667	85.9633333333333	878.616666666667	89.2566666666667	853.333333333333	88.02	6	"Less Violent"	"Easy"	1.02690548487527	1.02962890625
93	0	0	1	0	0	0	1	0	0	0	0	0	0	4	"Maybe"	"Yes"	4	1	0	397	17	1022	173	0	"MN"	"Yes"	3	5	2	5	1	4	5	6	3	5	2	2	6	3	1	6	7	3	2	2	2	7	2	3	4	5	7	5	5	3	7	18	5	NA	1	3.2	"No"	"No"	"M"	5	1	3	6	2	5	831.233333333333	85.5166666666667	803.266666666667	76.39	808.366666666667	86.6866666666667	825.033333333333	87.7066666666667	3	"Violent"	"Easy"	0.966355215142159	0.979798796008243
94	0	0	0	0	1	0	0	0	0	0	1	0	0	4	"No"	"Maybe"	2	2	1	379	11	1275	148	70	"sc"	"Yes"	1	4	4	4	3	4	4	6	5	5	3	3	4	2	3	5	5	3	5	2	3	6	2	2	6	6	6	6	5	5	6	20	5	NA	3	2.6	"No"	"No"	"M"	-5	-8	-7	3	-5	-6	1012.5	81.5	939.4	86.54	900.333333333333	84.41	983.333333333333	79.0433333333333	1	"Violent"	"Hard"	0.927802469135802	0.915593220338983
95	0	1	0	0	0	0	0	1	0	0	0	0	0	1	"No"	"No"	4	3	0	337	11	0	334	0	"MN"	"Yes"	9	6	2	4	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"No"	"No"	NA	5	5	5	7	7	6	909.7	86.22	859	89.7766666666667	872	88.5066666666667	922.733333333333	83.2933333333333	9	"Less Violent"	"Easy"	0.944267340881609	0.945018423524312
97	1	1	0	0	0	1	0	0	0	0	0	0	0	1	"No"	"Yes"	4	1	0	285	9	659	130	0	"MN"	"Yes"	9	7	1	4	1	1	7	6	7	7	3	1	7	1	5	6	6	1	2	2	5	5	1	1	7	7	7	6	3	2	7	31	5	NA	1	3	"No"	"No"	"M"	3	-3	5	-2	-10	0	868.966666666667	85.87	846.466666666667	87.0233333333333	851.433333333333	89.1933333333333	871.366666666667	84.0966666666667	9	"Violent"	"Easy"	0.974107177106909	0.97712405799319
99	0	1	1	1	0	0	0	0	0	0	0	0	0	2	"No"	"Maybe"	2	3	0	399	13	407	443	0	"SC"	"Yes"	2	6	2	4	2	2	6	6	4	6	1	2	2	3	2	5	6	3	1	3	2	7	4	2	4	3	6	3	4	6	5	18	5	NA	1	3.9	"No"	"No"	"M"	5	-5	7	6	-7	0	884.466666666667	88.1866666666667	868.133333333333	84.4766666666667	889.333333333333	87.8333333333333	892.1	85.5233333333333	2	"Less Violent"	"Easy"	0.981533127308358	0.996898703433845
101	0	0	0	1	0	1	0	0	0	0	0	0	0	4	"No"	"Yes"	4	1	0	484	18	963	248	0	"Rachel Peterson"	"Yes"	3	5	3	3	3	3	5	7	6	6	5	1	3	1	5	5	5	3	3	1	1	7	1	2	7	5	6	3	7	7	7	19	5	NA	1	3.92	"No"	"No"	"M"	7	0	4	8	0	5	923.333333333333	88.64	918.066666666667	79.05	872.1	83.01	922.733333333333	87.7833333333333	3	"Violent"	"Easy"	0.994296028880867	0.945126797196735
102	1	0	0	1	1	1	0	0	0	0	0	0	0	2	"Maybe"	"No"	2	2	4	268	4	936	30	105	"Mallory"	"Yes"	9	2	4	2	2	2	2	6	1	2	2	2	5	2	2	2	4	4	3	3	3	5	2	4	2	2	5	4	3	1	2	18	5	NA	1	3.75	"Yes"	"Yes"	"M"	-10	-9	-9	-6	-3	-5	912.9	81.8566666666667	827.7	88.3633333333333	809.233333333333	87.9266666666667	895.566666666667	79.69	9	"Violent"	"Hard"	0.906671048307591	0.903599210927904
103	1	0	0	1	0	1	0	0	0	0	1	1	0	2	"No"	"Maybe"	4	3	0	353	22	578	252	0	"Danielle"	"Yes"	7	1	2	1	1	1	3	7	7	7	2	1	2	2	1	6	7	5	1	1	6	7	2	1	7	6	7	6	7	4	7	18	5	NA	1	3	"No"	"No"	"M"	7	5	10	9	8	8	941.5	88.24	856.3	88.6566666666667	866.6	88.52	935.4	87.8166666666667	7	"Less Violent"	"Easy"	0.909506107275624	0.926448578148386
104	1	1	0	0	0	1	0	0	1	1	0	1	0	4	"No"	"Yes"	2	4	2	207	4	641	63	45	"JC"	"Yes"	9	7	2	4	1	1	6	5	3	3	3	2	2	2	5	4	4	3	4	5	4	5	3	3	3	3	3	1	1	1	1	18	5	NA	1	3.6	"No"	"No"	"M"	1	-1	0	4	-5	-2	887.333333333333	88.45	776.566666666667	82.3833333333333	800.133333333333	83.9466666666667	919.766666666667	87.7333333333333	9	"Less Violent"	"Hard"	0.875169045830203	0.869930779545536
105	1	1	0	0	0	1	1	0	1	0	1	0	0	2	"Maybe"	"Yes"	4	1	0	591	22	1794	244	0	"Danielle"	"Yes"	6	7	1	4	1	1	7	7	7	7	1	1	7	1	1	5	7	1	2	1	1	1	1	6	6	3	7	7	7	5	7	19	5	NA	2	2.5	"No"	"No"	"M"	0	3	-5	3	-5	-7	930.5	88.9166666666667	883.3	85.5266666666667	880.966666666667	85.5766666666667	915.466666666667	88.2433333333333	6	"Violent"	"Easy"	0.949274583557227	0.962314302359452
106	0	0	1	0	0	0	1	0	0	0	0	0	0	4	"No"	"Maybe"	2	2	1	338	11	1311	106	69	"JC"	"Yes"	6	7	2	4	1	1	6	7	7	6	1	1	5	2	3	5	5	2	2	1	1	6	1	1	4	3	6	6	7	5	6	18	5	NA	1	3.9	"No"	"No"	"M"	8	8	5	10	3	7	946.766666666667	86.85	893.933333333333	85.38	902.033333333333	85.89	965.066666666667	88.5933333333333	6	"Violent"	"Hard"	0.944196035630039	0.934684995855208
107	0	0	1	0	0	1	0	0	0	0	0	0	0	2	"No"	"Yes"	2	3	0	343	11	1083	120	0	"Mallory"	"Yes"	6	4	5	4	3	3	4	7	4	5	1	1	2	1	1	4	5	1	1	1	1	6	1	1	5	5	7	6	7	5	7	18	5	NA	1	3.3	"No"	"No"	"M"	6	5	6	7	8	80	900.433333333333	84.8366666666667	829.1	79.79	837.2	74.74	890.233333333333	78.51	6	"Less Violent"	"Easy"	0.920778884240921	0.940427603250085
109	0	0	1	0	0	1	0	0	0	0	0	0	0	2	"No"	"No"	4	1	0	365	16	2333	0	0	"JC"	"Yes"	5	7	2	6	1	2	6	6	4	4	3	4	5	2	3	5	5	4	4	4	2	6	3	3	4	2	5	2	4	2	2	18	5	NA	1	3.65	"No"	"No"	"M"	6	5	5	6	5	5.5	887.033333333333	85.5833333333333	865.166666666667	88.9633333333333	858.333333333333	89.5566666666667	885.366666666667	89.4366666666667	5	"Violent"	"Easy"	0.975348540077412	0.969466511050035
110	0	0	0	0	1	1	1	0	0	0	0	0	0	2	"No"	"Maybe"	4	2	2	199	4	846	59	63	"Danielle"	"Yes"	5	2	2	4	2	4	4	5	5	5	3	3	3	2	5	5	5	3	3	5	3	5	2	5	5	5	6	6	5	5	7	20	2	NA	2	2.7	"No"	"No"	"M"	5	7	5	8	7	7	1018.33333333333	87.1333333333333	929.5	83.7833333333333	919.4	89.3966666666667	1012.23333333333	87.2266666666667	5	"Violent"	"Hard"	0.912765957446812	0.908288602759577
111	1	1	0	0	0	1	0	0	1	0	0	1	0	1	"No"	"No"	2	3	0	416	13	1468	146	0	"JH"	"Maybe"	1	4	1	1	1	1	7	7	1	1	1	1	1	3	1	4	5	5	5	2	1	7	2	1	1	1	7	6	3	4	5	18	5	NA	1	3.65	"No"	"No"	"M"	7	6	7	8	8	6	899.066666666667	83.7433333333333	874.433333333333	87.7733333333333	871.2	87.4566666666667	892.333333333333	85.07	1	"Less Violent"	"Easy"	0.97260121607593	0.976316772506538
113	1	0	0	0	1	1	0	0	0	0	1	0	0	2	"Maybe"	"Yes"	2	1	0	372	13	1581	59	0	"JH"	"Yes"	5	6	2	4	3	2	5	5	5	5	2	3	6	2	4	5	6	5	3	2	3	6	3	5	6	6	7	5	3	5	6	18	5	NA	1	3.5	"No"	"No"	"M"	3	5	7	8	8	7	861.133333333333	86.0466666666667	829.466666666667	87.5133333333333	831.033333333333	89.6766666666667	843.033333333333	81.5733333333333	5	"Violent"	"Easy"	0.96322675543857	0.985765687398679
118	0	0	1	1	0	0	0	0	0	0	1	0	0	2	"No"	"No"	2	2	2	214	6	1000	56	68	"SC"	"Maybe"	3	4	1	2	1	1	5	6	4	5	2	1	5	1	5	5	4	2	2	2	6	7	2	2	5	3	5	3	2	6	7	18	2	NA	1	3.1	"No"	"No"	"M"	9	-5	0	8	0	2.4	832.633333333333	81.0433333333333	850.266666666667	88.5633333333333	868.333333333333	86.8066666666667	857.133333333333	80.2133333333333	3	"Violent"	"Hard"	1.02117778934305	1.01306681185347
120	0	1	0	0	0	1	0	0	0	0	0	0	0	2	"Maybe"	"No"	2	4	6	280	4	925	117	126	"SC"	"Yes"	9	6	2	2	2	2	6	5	4	5	3	4	1	2	2	4	4	4	4	3	2	5	2	4	4	3	5	4	5	3	4	18	2	NA	1	4	"No"	"No"	"M"	5	5	6	4	2	6	910.333333333333	84.22	874.9	87.4466666666667	846.833333333333	83.9	899	86.6366666666667	9	"Less Violent"	"Hard"	0.96107652874405	0.941972562106043
121	0	0	0	1	0	0	0	0	0	0	0	1	0	1	"No"	"Yes"	4	1	0	479	16	683	193	0	"MN"	"Yes"	6	3	1	1	4	3	3	7	4	5	1	1	6	3	2	4	5	1	1	2	1	7	1	2	5	4	7	7	6	5	5	19	5	NA	1	3.2	"No"	"No"	"M"	9	6	8	9	4	7	882.666666666667	81.8133333333333	848.1	87.6133333333333	843.733333333333	87.6	895.2	83.9366666666667	6	"Violent"	"Easy"	0.96083836858006	0.94250819183795
122	0	0	0	0	1	0	0	0	0	0	1	1	0	4	"No"	"No"	2	2	1	291	9	1172	58	61	"Mallory"	"Yes"	4	4	4	4	4	4	4	7	5	6	1	1	5	1	3	6	7	2	3	2	3	6	3	2	6	7	7	7	7	7	7	19	3	NA	1	3	"No"	"No"	"M"	7	2	5	8	-5	5	977.066666666667	82.8433333333333	888.533333333333	86.28	900.266666666667	83.6233333333333	995.433333333333	85.36	4	"Violent"	"Hard"	0.909388646288209	0.904396745136122
123	1	1	1	0	0	1	0	0	1	0	0	0	0	2	"Yes"	"No"	4	3	0	404	14	1319	157	0	"JH"	"Yes"	5	5	2	1	1	2	5	7	5	4	1	1	2	1	3	7	7	3	1	1	1	7	1	1	5	6	6	5	7	7	7	18	5	NA	1	3.5	"No"	"No"	"M"	-1	-8	-7	0	-9	-7	935.2	85.5666666666667	953.2	85.3266666666667	931.333333333333	82.66	940.7	87.43	5	"Less Violent"	"Easy"	1.01924721984602	0.990042875872577
125	0	0	1	0	0	0	0	0	0	0	1	0	0	2	"No"	"No"	4	1	0	305	22	631	183	0	"JC"	"Yes"	8	4	2	4	1	2	4	7	6	5	1	1	4	2	2	7	6	2	1	2	2	6	1	4	6	5	5	4	3	4	5	18	2	NA	1	3.2	"No"	"No"	"M"	4	6	7	8	7	6	1051.73333333333	82.6266666666667	1062.46666666667	89.3166666666667	1046.1	87.8666666666667	1032.9	80.3133333333333	8	"Violent"	"Easy"	1.01020537525356	1.01277955271565
126	0	1	0	0	0	1	1	0	0	0	0	0	0	2	"No"	"Yes"	4	2	2	315	9	1244	110	68	"Danielle"	"Yes"	4	4	4	5	3	2	4	7	6	7	7	7	7	2	6	7	7	5	5	2	6	6	4	6	7	7	7	7	7	7	7	20	2	NA	2	3.3	"Yes"	"No"	"M"	5	8	8	7	7	7	1010.2	88.8866666666667	951	88.5333333333333	950.966666666667	84.75	1030.23333333333	88.8533333333333	4	"Violent"	"Hard"	0.941397743021184	0.9230595010839
127	0	0	0	0	1	1	0	1	0	0	0	0	0	1	"No"	"No"	2	3	0	572	19	3485	25	0	"JC"	"Yes"	4	2	4	4	1	4	4	7	3	5	1	1	2	1	1	4	7	1	1	1	1	7	1	2	4	2	7	7	7	6	7	20	5	NA	3	3.2	"No"	"No"	"M"	6	2	3	5	3	4	905.033333333333	87.7866666666667	846.133333333333	76.6766666666667	839.033333333333	77.1433333333333	926.366666666667	89.4833333333333	4	"Less Violent"	"Easy"	0.934919524142757	0.905724874959518
128	0	1	0	0	0	0	0	0	0	0	0	0	0	1	"No"	"Yes"	4	4	4	232	3	1043	47	86	"Danielle"	"Yes"	9	7	1	5	1	1	5	3	4	5	6	3	1	5	5	4	4	4	5	5	5	3	3	6	5	2	3	1	3	1	1	19	5	NA	1	3.6	"No"	"No"	"M"	-2	-5	-4	5	5	2	903.766666666667	88.3333333333333	924.733333333333	81.6866666666667	891.133333333333	86.7766666666667	859.633333333333	84.2833333333333	9	"Less Violent"	"Hard"	1.02319920333419	1.03664353018729
130	0	0	0	0	1	0	0	0	0	0	1	0	0	2	"Maybe"	"Yes"	2	2	0	345	11	937	133	53	"SC"	"Yes"	9	6	2	4	1	2	6	7	6	6	5	5	7	2	5	5	6	3	2	1	5	7	2	1	7	5	6	6	7	5	7	19	5	NA	1	3	"No"	"No"	"M"	7	3	3	6	5	5	923.433333333333	81.5333333333333	832.433333333333	89.0833333333333	848.5	88.8066666666667	929.733333333333	82.3833333333333	9	"Violent"	"Hard"	0.90145471609573	0.912627276638463
131	0	0	0	1	0	0	0	0	0	0	1	0	0	3	"No"	"Maybe"	4	3	0	472	16	1022	280	0	"MN"	"Maybe"	1	4	4	5	3	4	5	7	2	3	2	2	1	2	2	4	3	2	1	2	1	5	2	4	3	3	6	6	6	4	4	18	5	NA	1	3	"No"	"No"	"M"	NA	NA	NA	NA	NA	NA	902.5	86.05	884.3	85.1125	874.7	87.2025	903.725	87.49	1	"Less Violent"	"Easy"	0.97983379501385	0.967882928988354
132	0	1	1	0	0	0	0	1	0	1	1	1	0	4	"No"	"No"	2	4	0	476	15	1674	158	55	"SC"	"Yes"	6	4	4	4	1	7	4	7	7	7	1	1	2	1	5	7	7	1	1	1	5	7	2	1	7	7	7	7	7	7	7	18	5	NA	1	4	"No"	"No"	"M"	5	2	6	7	8	6.5	865.025	78.4975	866.25	87.395	870.025	87.145	880.2	86.6625	6	"Less Violent"	"Hard"	1.00141614404208	0.988440127243808
134	0	1	1	0	0	0	0	0	0	0	1	1	0	3	"Maybe"	"No"	2	2	1	234	9	973	103	74	"SC"	"Maybe"	3	6	1	4	1	1	6	7	5	6	2	1	5	1	5	6	6	5	5	3	2	6	1	4	6	5	5	5	4	3	5	19	5	NA	2	3	"No"	"No"	"M"	5	-3	5	4	4	4	997.266666666667	84.5166666666667	908.9	86.7933333333333	923.433333333333	89.2333333333333	998.733333333333	82	3	"Violent"	"Hard"	0.911391135771107	0.924604499032107
135	0	0	1	0	0	1	0	1	0	0	0	0	0	1	"No"	"Yes"	4	3	0	116	22	190	72	0	"MN"	"Yes"	9	6	1	5	1	1	6	6	3	4	2	5	2	4	3	5	7	2	1	2	2	6	6	5	3	2	7	7	2	6	7	18	2	NA	1	3.8	"No"	"No"	"M"	NA	NA	NA	NA	NA	NA	1042.86666666667	88.8666666666667	988.566666666667	83.6533333333333	987.1	89.1833333333333	1045	82.2066666666667	9	"Less Violent"	"Easy"	0.947931982356323	0.944593301435407
136	0	0	1	0	0	1	0	0	0	0	0	0	0	2	"No"	"Maybe"	4	4	3	272	6	1201	63	57	"Rachel Peterson"	"Yes"	7	4	4	5	3	4	5	6	4	5	2	3	2	2	4	4	4	3	4	5	4	5	2	2	4	2	5	5	2	6	6	19	5	NA	2	2.2	"No"	"No"	"M"	5	-2	2	5	0	4	855.9	84.5466666666667	815.466666666667	85.85	823.666666666667	89.7666666666667	862.1	85.3466666666667	7	"Less Violent"	"Hard"	0.95275927873194	0.955418938251557
137	1	0	1	0	1	1	0	0	0	0	0	1	0	4	"No"	"No"	2	1	0	421	16	791	239	0	"Mallory"	"Yes"	7	6	3	5	1	3	5	7	7	6	1	1	6	1	2	6	7	1	1	1	1	7	1	2	6	6	6	6	5	6	6	19	5	NA	1	3.97	"No"	"No"	"M"	3	-1	0	1	1	3	900.533333333333	86.0533333333333	860.4	83.49	841.566666666667	84.2866666666667	879.533333333333	84.9	7	"Violent"	"Easy"	0.955433816997335	0.956833169104829
140	1	1	0	0	0	1	1	0	0	0	0	1	0	3	"Maybe"	"No"	2	4	14	304	11	1043	60	150	"JC"	"Maybe"	1	4	4	5	3	4	5	5	3	3	4	2	2	2	5	4	4	3	5	3	2	3	2	3	2	5	6	5	3	3	5	19	5	NA	2	3	"No"	"No"	"M"	NA	NA	NA	NA	NA	NA	822	81.8766666666667	792.2	72.0033333333333	798.9	74.01	825.433333333333	86.64	1	"Less Violent"	"Hard"	0.96374695863747	0.967855267940072
141	0	0	0	0	1	1	0	1	0	0	1	1	0	3	"No"	"No"	4	1	0	440	15	1323	167	0	"Danielle"	"Yes"	7	3	3	2	1	3	2	7	4	4	1	1	4	1	1	4	5	2	1	3	3	6	1	2	5	5	7	6	3	2	5	18	5	NA	1	3.7	"No"	"No"	"M"	8	6	8	10	8	7	859.7	89.49	815.366666666667	80.5866666666667	849.133333333333	75.9366666666667	832.733333333333	88.28	7	"Violent"	"Easy"	0.948431623434532	1.01969417980946
142	1	0	0	0	1	1	0	0	0	0	1	1	0	1	"Maybe"	"Yes"	2	2	4	290	6	1203	87	87	"JC"	"Yes"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	828.1	89.0766666666667	802.3	83.44	812.366666666667	83.4866666666667	851.366666666667	85.2866666666667	6	"Violent"	"Hard"	0.968844342470716	0.954191300262323
143	0	0	0	1	0	0	0	0	0	0	0	1	0	4	"No"	"No"	2	3	0	522	17	924	274	0	"Mallory"	"Maybe"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	1	3	5	5	938.933333333333	87.62	875.766666666667	84.4766666666667	871.966666666667	82.11	928.133333333333	89.0966666666667	1	"Less Violent"	"Easy"	0.932725078102812	0.939484269501509
144	1	1	1	1	1	1	0	1	0	0	1	1	0	1	"No"	"No"	4	4	0	295	9	1131	70	36	"JC"	"Yes"	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	5	7	10	9	8	877.1	89.4133333333333	836.033333333333	84.37	835.7	78.93	859.3	81.46	9	"Less Violent"	"Hard"	0.953179036977919	0.972535784941231
145	0	1	0	1	0	1	0	0	0	0	1	0	0	2	"No"	"Yes"	4	1	0	548	21	220	363	0	"JC"	"Yes"	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	4	6	8	4	6	870.133333333333	82.88	881.433333333333	89.1766666666667	862.333333333333	87.8266666666667	888.666666666667	80.35	9	"Violent"	"Easy"	1.01298651547656	0.970367591897974
146	1	0	1	0	1	1	1	0	0	0	1	1	0	3	"Maybe"	"Yes"	4	2	2	283	8	1071	104	82	"Danielle"	"Yes"	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	5	6	6	5	909.033333333333	82.3233333333333	873.866666666667	88.9233333333333	880.1	89.22	914.033333333333	88.4766666666667	9	"Violent"	"Hard"	0.96131421656705	0.962875168666351
148	1	1	0	0	1	1	1	1	0	0	1	0	0	4	"No"	"No"	4	4	0	364	12	1889	41	65	"Danielle"	"Maybe"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	5	8	8	6	876.45	88.875	864.15	76.5	NA	79.3175	877.1	88.445	6	"Less Violent"	"Hard"	0.985966113297963	NA
151	0	0	0	0	1	1	0	0	0	0	0	0	0	1	"Yes"	"Yes"	2	3	0	453	16	476	342	0	"MB"	"Yes"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	8	10	8	7	881.6	85.63	849.725	82.0825	853.6	81.11	874.05	86.08	1	"Less Violent"	"Easy"	0.963844147005445	0.976603169155083
153	0	0	1	1	1	1	1	0	0	1	1	1	0	1	"No"	"Yes"	4	1	0	347	22	355	293	0	"RP"	"Yes"	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	0	5	-3	2	964.5	85.5966666666667	891.066666666667	89.2933333333333	880.966666666667	82.2833333333333	936.8	87.69	9	"Violent"	"Easy"	0.92386383272853	0.940399943068603
156	0	1	1	0	0	1	0	0	0	0	0	1	0	1	"Maybe"	"Yes"	2	4	0	434	14	1354	203	100	"JC"	"Yes"	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	3	8	1	5	828.3	85.48	817.233333333333	88.9266666666667	816.4	89.23	814.666666666667	88.36	9	"Less Violent"	"Hard"	0.986639301380337	1.00212765957447
157	0	1	1	0	1	1	1	0	0	0	0	0	0	2	"Maybe"	"Yes"	4	1	0	531	18	0	414	0	"DT"	"Yes"	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	4	7	7	4	6	936.5	87.5966666666667	887.766666666667	78.85	858.766666666667	83.7633333333333	890.033333333333	89.5466666666667	9	"Violent"	"Easy"	0.947962270866703	0.964870229579417
159	0	0	1	0	0	0	0	1	0	0	0	1	0	2	"No"	"No"	2	3	0	420	15	1093	210	0	"JC"	"Yes"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1	2	6	2	3	899.4	88.3233333333333	898.066666666667	89.32	882.7	83.67	898.933333333333	87.45	6	"Less Violent"	"Easy"	0.998517530205322	0.981941560367844
161	0	0	0	0	1	0	0	0	0	0	1	0	0	4	"No"	"No"	2	1	0	324	11	350	218	0	"JC"	"Yes"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	1	6	6	4	894.233333333333	84.6966666666667	850.033333333333	85.2233333333333	859.866666666667	76.5666666666667	875.466666666667	85.46	5	"Violent"	"Easy"	0.950572184739255	0.982180932074322
162	1	0	0	1	0	1	1	0	0	0	1	1	0	5	"No"	"No"	2	2	1	333	14	1430	78	104	"JC"	"Maybe"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	-4	4	10	2	4	757.766666666667	89.2666666666667	685.2	81.36	705.1	88.9966666666667	759.633333333333	83.6733333333333	5	"Violent"	"Hard"	0.904236132494611	0.928210978981088
163	1	1	0	0	0	1	0	0	0	0	0	0	0	3	"No"	"Yes"	4	3	0	360	12	333	293	0	"JH"	"Yes"	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5	8	0	8	-3	0	825.966666666667	85.74	833.8	85.3466666666667	856	88.6666666666667	801.433333333333	83.7666666666667	9	"Less Violent"	"Easy"	1.00948383712014	1.06808634529801
164	0	1	0	0	1	0	1	0	0	0	1	1	0	2	"Yes"	"Yes"	2	4	1	257	7	1202	74	55	"SC"	"Yes"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	-4	5	6	5	4	911.066666666667	77.75	835.866666666667	88.7666666666667	823.333333333333	89.6266666666667	901.4	80.5233333333333	4	"Less Violent"	"Hard"	0.917459388262842	0.913393979735226
